,time,expect,testMAE,max_trainMAE,anomaly
53350,796.095462,16.182743246117425,18.077901242453773,0.3,True
53351,796.095599,16.182743246117425,18.120807478953218,0.3,True
53352,796.095814,16.182743246117425,18.19397387381314,0.3,True
53353,796.096461,16.182743246117425,18.19397387381314,0.3,True
53354,796.097467,16.182743246117425,18.19397387381314,0.3,True
53355,796.097603,16.182743246117425,18.19397387381314,0.3,True
53356,796.097915,16.182743246117425,18.19397387381314,0.3,True
53357,796.130573,16.182743246117425,18.19397387381314,0.3,True
53358,796.13124,16.950623666149742,18.19397387381314,0.3,True
53359,796.131599,16.182743246117425,18.2300236279124,0.3,True
53360,796.134,16.182743246117425,18.23596884949545,0.3,True
53361,796.134652,13.91891800779995,18.24054831408997,0.3,True
53362,796.134956,15.890759086401435,18.133803774314508,0.3,True
53363,796.135364,15.804491039212623,18.103773089381903,0.3,True
53364,796.136239,15.804491039212623,18.07055617195564,0.3,True
53365,796.136595,15.804491039212623,18.04173494608313,0.3,True
53366,796.137097,15.804491039212623,18.01419626911504,0.3,True
53367,796.13723,16.182743246117425,17.98748037466343,0.3,True
53368,796.137538,16.182743246117425,17.97918294716811,0.3,True
53369,796.138206,16.182743246117425,17.973981305449563,0.3,True
53370,796.13834,16.182743246117425,17.971046865472548,0.3,True
53371,796.138646,16.182743246117425,17.96930869071618,0.3,True
53372,796.139161,16.182743246117425,17.96837815889652,0.3,True
53373,796.139292,16.182743246117425,17.968133795747512,0.3,True
53374,796.139541,12.44003719884883,17.917630908700964,0.3,True
53375,796.140241,16.182743246117425,17.730726995761206,0.3,True
53376,796.140374,26.933069126569787,17.705769847527165,0.3,True
53377,796.14057,16.182743246117425,18.407842040260622,0.3,True
53378,796.14131,16.182743246117425,18.44342622505081,0.3,True
53379,796.141455,16.182743246117425,18.503242382780115,0.3,True
53380,796.141689,16.182743246117425,18.562933935012698,0.3,True
53381,796.142399,16.182743246117425,18.611023530559887,0.3,True
53382,796.142537,16.182743246117425,18.649937332777203,0.3,True
53383,796.142679,16.182743246117425,18.657599795965375,0.3,True
53384,796.142826,16.182743246117425,18.661751760152992,0.3,True
53385,796.143348,16.182743246117425,18.66391976387105,0.3,True
53386,796.143455,16.182743246117425,18.664984573034463,0.3,True
53387,796.143689,16.182743246117425,18.665473092703042,0.3,True
53388,796.144419,16.182743246117425,18.66530710568827,0.3,True
53389,796.170562,16.182743246117425,18.66422953318359,0.3,True
53390,796.170922,16.182743246117425,18.91206669432535,0.3,True
53391,796.17156,26.933069126569787,18.91041423104817,0.3,True
53392,796.173847,15.200614708890917,18.77701867046569,0.3,True
53393,796.174208,13.91891800779995,18.735386905859798,0.3,True
53394,796.174575,15.890759086401435,18.66264259591985,0.3,True
53395,796.175401,26.933069126569787,18.667470678178812,0.3,True
53396,796.175769,15.804491039212623,19.24542856013308,0.3,True
53397,796.176158,15.804491039212623,19.249179794435133,0.3,True
53398,796.176281,15.804491039212623,19.26673784865296,0.3,True
53399,796.176545,13.820325953869869,19.282625582042023,0.3,True
53400,796.177124,16.182743246117425,19.19004937554001,0.3,True
53401,796.178002,16.182743246117425,19.17707379405299,0.3,True
53402,796.178362,16.182743246117425,19.169488491064303,0.3,True
53403,796.17981,15.804491039212623,19.16617676163315,0.3,True
53404,796.183038,16.182743246117425,19.146306452686705,0.3,True
53405,796.183166,16.182743246117425,19.141090044910822,0.3,True
53406,796.183273,16.182743246117425,19.137182491555922,0.3,True
53407,796.183363,16.182743246117425,18.418959001767792,0.3,True
53408,796.183405,16.182743246117425,18.481677292290737,0.3,True
53409,796.184002,16.182743246117425,18.6300539836699,0.3,True
53410,796.186242,16.182743246117425,18.64722312272187,0.3,True
53411,796.186362,16.182743246117425,17.931266596256695,0.3,True
53412,796.186469,16.182743246117425,17.957684395958854,0.3,True
